t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
1.020000000000e+00,-1.557181349197e-02,-1.544245639575e-03,-1.402756785239e-02,2.080429765274e-02,2.453052071935e-03,1.835124558080e-02,-2.897801593579e-04,1.620549138665e-02,-1.649527154601e-02
1.030000000000e+00,-1.756933407065e-02,-1.392334129833e-03,-1.617699994081e-02,2.110588266154e-02,1.118430681782e-04,2.099403959337e-02,1.256618147744e-03,1.899070269504e-02,-1.773408454730e-02
1.040000000000e+00,-1.922387677859e-02,-1.262053778020e-03,-1.796182300057e-02,2.120218365640e-02,-1.757643637497e-03,2.295982729390e-02,2.885418561658e-03,2.090903907939e-02,-1.802362051773e-02
1.050000000000e+00,-2.051916620840e-02,-1.149724030356e-03,-1.936944217804e-02,2.109207617277e-02,-3.153257501328e-03,2.424533367410e-02,4.581717224285e-03,2.186486587953e-02,-1.728314865525e-02
1.060000000000e+00,-2.144575276220e-02,-1.052266166674e-03,-2.039348659553e-02,2.077720137124e-02,-4.106216179421e-03,2.488341755066e-02,6.328751974501e-03,2.183988993423e-02,-1.551113795973e-02
1.070000000000e+00,-2.200107563987e-02,-9.671499659181e-04,-2.103392567395e-02,2.026191504562e-02,-4.670991171406e-03,2.493290621703e-02,8.108045811766e-03,2.089172616554e-02,-1.278368035377e-02
1.080000000000e+00,-2.218938704161e-02,-8.923187651856e-04,-2.129706827642e-02,1.955319176801e-02,-4.915225865637e-03,2.446841763364e-02,9.899586775794e-03,1.914419695954e-02,-9.244610183745e-03
1.090000000000e+00,-2.202154037566e-02,-8.261101187820e-04,-2.119543025688e-02,1.866048659601e-02,-4.910822097000e-03,2.357130869301e-02,1.168204320631e-02,1.677105867065e-02,-5.089015464341e-03
1.100000000000e+00,-2.151464811521e-02,-7.671817137611e-04,-2.074746640145e-02,1.759555758032e-02,-4.726905336552e-03,2.232246291687e-02,1.343301265292e-02,1.397566923924e-02,-5.426565863206e-04
1.110000000000e+00,-2.069161766864e-02,-7.144470381059e-04,-1.997717063054e-02,1.637225304531e-02,-4.424958417922e-03,2.079721146323e-02,1.512930200680e-02,1.096947537026e-02,4.159826636542e-03
1.120000000000e+00,-1.958057615650e-02,-6.670220757999e-04,-1.891355408070e-02,1.500626825652e-02,-4.056063189246e-03,1.906233144576e-02,1.674723573678e-02,7.952081219125e-03,8.795154517656e-03
1.130000000000e+00,-1.821419727267e-02,-6.241825049798e-04,-1.759001476769e-02,1.351487662322e-02,-3.659944019088e-03,1.717482064230e-02,1.826298844556e-02,5.095129785565e-03,1.316785865999e-02
1.140000000000e+00,-1.662894539696e-02,-5.853300339103e-04,-1.604361536305e-02,1.191664100054e-02,-3.265374675595e-03,1.518201567613e-02,1.965293733213e-02,2.531419941862e-03,1.712151739027e-02
1.150000000000e+00,-1.486425378041e-02,-5.499662537296e-04,-1.431428752668e-02,1.023111094686e-02,-2.891477609542e-03,1.312258855640e-02,2.089402956687e-02,3.497676171121e-04,2.054426194975e-02
1.160000000000e+00,-1.296165490751e-02,-5.176724508360e-04,-1.244398245667e-02,8.478511951854e-03,-2.549486404268e-03,1.102799835612e-02,2.196415907013e-02,-1.404733322977e-03,2.336889239311e-02
1.170000000000e+00,-1.096388202506e-02,-4.880940314482e-04,-1.047578799361e-02,6.679432678024e-03,-2.244628262954e-03,8.924060940978e-03,2.284254674692e-02,-2.726055315879e-03,2.556860206280e-02
1.180000000000e+00,-8.913961297404e-03,-4.609284629617e-04,-8.453032834442e-03,4.854516153474e-03,-1.977886489783e-03,6.832402643256e-03,2.351011788002e-02,-3.639584077654e-03,2.714970195768e-02
1.190000000000e+00,-6.854314093443e-03,-4.359158769069e-04,-6.418398216537e-03,3.024160621174e-03,-1.747502040271e-03,4.771662661445e-03,2.394987013420e-02,-4.192977373127e-03,2.814284750732e-02
1.200000000000e+00,-4.825888532964e-03,-4.128316831430e-04,-4.413056849821e-03,1.208235396129e-03,-1.550155319903e-03,2.758390716032e-03,2.414722548256e-02,-4.446913304301e-03,2.859413878686e-02
1.210000000000e+00,-2.867338627565e-03,-3.914807085706e-04,-2.475857918995e-03,-5.741833831250e-04,-1.381828822080e-03,8.076454389553e-04,2.409035934166e-02,-4.466804831698e-03,2.855716417336e-02
1.220000000000e+00,-1.014268164186e-03,-3.716924990448e-04,-6.425756651411e-04,-2.305052786348e-03,-1.238387904803e-03,-1.066664881545e-03,2.377050029909e-02,-4.316172972406e-03,2.808667327149e-02
1.230000000000e+00,7.014450761239e-04,-3.533175167286e-04,1.054762592852e-03,-3.967575233246e-03,-1.115934546810e-03,-2.851640686437e-03,2.318219404066e-02,-4.051984064161e-03,2.723417810482e-02
